RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,,ROUND,SQRT,ROUND Q,MAX BALANCE #,250898.09,RANK,LEFT,RIGHT,LEN
829,15596914,Shaw,630,Germany,Female,31,2,112373.49,2,1,1,131167.98,0,,112373,335.2208227,335,,,3420,F,596914,4
830,15639788,Yuan,577,France,Female,39,10,0,2,1,0,10553.31,0,,0,0,0,,,9464,F,639788,4
831,15695846,Hawkins,684,France,Female,34,6,0,2,1,1,130928.22,0,,0,0,0,,,3427,F,695846,7
832,15726234,Trentini,708,Spain,Female,41,5,0,1,0,1,157003.99,0,,0,0,0,,,2152,F,726234,8
833,15797964,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0,,154334,392.8536623,393,,,3041,F,797964,7
834,15625881,Koehler,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0,,111433,333.8158175,334,,,1661,M,625881,7
835,15780628,Wu,633,France,Female,30,6,0,2,0,0,41642.29,0,,0,0,0,,,7967,F,780628,2
836,15575883,Manna,559,France,Male,34,2,137390.11,2,1,0,9677,0,,137390,370.6615707,371,,,9509,M,575883,5
837,15585036,Okoli,694,Spain,Female,37,3,0,2,1,1,147012.22,0,,0,0,0,,,2611,F,585036,5
838,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,80553.87,0,,111642,334.1287177,334,,,5984,F,589488,6
839,15585888,Nwokezuike,553,Spain,Female,48,3,0,1,0,1,30730.95,1,,0,0,0,,,8497,F,585888,10
840,15727915,Artemiev,507,France,Male,36,4,83543.37,1,0,0,140134.43,0,,83543,289.0380598,289,,,2968,M,727915,8
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,,145339,381.2335242,381,,,5410,M,707567,8
842,15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0,,186796,432.1990282,432,,,1076,F,737792,5
843,15599433,Fanucci,660,Germany,Male,35,8,58641.43,1,0,1,198674.08,0,,58641,242.1590387,242,,,74,M,599433,7
844,15672012,Jen,773,Spain,Female,41,5,0,1,1,0,28266.9,1,,0,0,0,,,8599,F,672012,3
845,15806983,Moss,640,France,Male,44,3,137148.68,1,1,0,92381.01,0,,137149,370.3363336,370,,,5384,M,806983,4
846,15592222,Lo,505,France,Male,49,7,80001.23,1,0,0,135180.11,0,,80001,282.8444802,283,,,3209,M,592222,2
847,15608968,Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,27330.59,0,,86403,293.9438722,294,,,8659,M,608968,9
848,15586959,Unaipon,468,France,Female,42,5,0,2,1,0,125305.34,0,,0,0,0,,,3719,F,586959,7
849,15646558,Clamp,611,Spain,Male,51,1,122874.74,1,1,1,149648.45,0,,122875,350.5353049,351,,,2475,M,646558,5
850,15725811,Lim,705,France,Male,25,0,97544.29,1,0,1,59887.15,0,,97544,312.3203484,312,,,7046,M,725811,3
851,15572265,Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0,,170827,413.3122306,413,,,7799,M,572265,2
852,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,113316.77,1,,97134,311.6632798,312,,,4323,F,794048,3
853,15677610,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,39087.42,0,,153896,392.2958068,392,,,8072,F,677610,8
854,15745012,Pettit,653,France,Female,43,6,0,2,1,1,7330.59,0,,0,0,0,,,9628,F,745012,6
855,15601589,Baresi,675,France,Female,57,8,0,2,0,1,95463.29,0,,0,0,0,,,5209,F,601589,6
856,15686436,Newbery,523,Spain,Male,32,4,0,2,1,0,167848.02,0,,0,0,0,,,1620,M,686436,7
857,15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1,,134956,367.3635801,367,,,5285,F,693864,9
858,15760550,Duncan,741,Spain,Male,39,7,143637.58,2,0,1,174227.66,0,,143638,378.9960422,379,,,1294,M,760550,6
859,15686137,Barry,456,Spain,Male,32,9,147506.25,1,1,1,135399.21,0,,147506,384.0650986,384,,,3200,M,686137,5
860,15809087,Landry,598,France,Male,64,1,0,2,1,0,195635.3,1,,0,0,0,,,236,M,809087,6
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1,,190227,436.1502035,436,,,5125,M,807663,8
862,15809100,Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77,1,,172449,415.2697918,415,,,598,F,809100,5
863,15794916,Pirogov,725,France,Male,41,7,113980.21,1,1,1,116704.25,0,,113980,337.6092416,338,,,4146,M,794916,7
864,15614215,Oguejiofor,717,France,Male,53,6,0,2,0,1,97614.87,0,,0,0,0,,,5122,M,614215,10
865,15805449,Ugochukwu,594,France,Male,38,4,0,2,0,0,186884.04,0,,0,0,0,,,656,M,805449,9
866,15686983,Rohu,678,Germany,Female,25,10,76968.12,2,0,1,131501.72,0,,76968,277.4310725,277,,,3401,F,686983,4
867,15808017,Cary,545,France,Male,38,1,88293.13,2,1,1,24302.95,0,,88293,297.1413805,297,,,8816,M,808017,4
868,15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28,1,,170833,413.319489,413,,,4448,F,756804,9
869,15646810,Quinn,603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1,,108122,328.8190992,329,,,4555,M,646810,5
870,15710424,Page,435,France,Male,36,4,0,1,1,1,197015.2,0,,0,0,0,,,160,M,710424,4
871,15799422,Evans,535,France,Female,40,8,0,1,1,1,27689.77,0,,0,0,0,,,8632,F,799422,5
872,15692750,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1,,129818,360.3026506,360,,,9542,F,692750,8
873,15794549,Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0,,163944,404.8999877,405,,,9248,F,794549,7
874,15803764,Stanley,561,France,Male,28,7,0,2,1,0,7797.01,0,,0,0,0,,,9614,M,803764,7
875,15674840,Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,4400.32,0,,101430,318.4807687,318,,,9771,F,674840,15
876,15653762,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,182025.95,0,,117302,342.4937956,342,,,891,F,653762,10
877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0,,173341,416.3424072,416,,,3843,F,581229,7
878,15800228,Bednall,652,Spain,Female,42,4,0,2,1,1,38152.01,0,,0,0,0,,,8125,F,800228,7
879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0,,134349,366.536492,367,,,6870,F,656333,3
880,15697497,She,518,France,Female,45,9,105525.65,2,1,1,73418.29,0,,105526,324.8476566,325,,,6362,F,697497,3
881,15585362,Simmons,749,France,Female,60,6,0,1,1,0,17978.68,1,,0,0,0,,,9113,F,585362,7
882,15571928,Fraser,679,France,Female,43,4,0,3,1,0,115136.51,1,,0,0,0,,,4235,F,571928,6
883,15785519,May,565,France,Male,36,6,106192.1,1,1,0,149575.59,0,,106192,325.8711402,326,,,2486,M,785519,3
884,15743007,Seabrook,643,France,Female,45,4,45144.43,1,1,0,60917.24,1,,45144,212.4711745,212,,,6985,F,743007,8
885,15777211,Herrera,515,France,Male,65,7,92113.61,1,1,1,142548.33,0,,92114,303.502883,304,,,2847,M,777211,7
886,15721935,Kincaid,521,France,Male,25,7,0,2,1,1,157878.67,0,,0,0,0,,,2117,M,721935,7
887,15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0,,128366,358.2820118,358,,,9360,M,591711,7
888,15625021,Hung,585,France,Male,42,2,0,2,1,1,18657.77,0,,0,0,0,,,9087,M,625021,4
889,15702968,Artemieva,733,Germany,Male,74,3,106545.53,1,1,1,134589.58,0,,106546,326.4138477,326,,,3250,M,702968,9
890,15600462,Barwell,542,France,Female,43,8,145618.37,1,0,1,10350.74,0,,145618,381.5992662,382,,,9473,F,600462,7
891,15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,,141541,376.2193509,376,,,6718,M,768104,6
892,15780140,Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,5907.11,0,,57017,238.7823277,239,,,9696,M,780140,8
893,15585255,Moore,577,France,Male,42,9,0,1,1,0,74077.91,0,,0,0,0,,,6332,M,585255,5
894,15772781,Ball,703,France,Female,51,3,0,3,1,1,77294.56,1,,0,0,0,,,6169,F,772781,4
895,15669987,Sung,728,Germany,Female,35,8,125884.95,2,1,0,54359.02,1,,125885,354.8027621,355,,,7335,F,669987,4
896,15697000,Mello,728,Germany,Male,32,5,61825.5,1,1,1,156124.93,0,,61826,248.6483461,249,,,2190,M,697000,5
897,15733119,Mistry,718,France,Male,35,8,0,2,1,0,94820.85,0,,0,0,0,,,5244,M,733119,6
898,15782390,T'ien,621,France,Female,40,6,0,1,1,0,155155.25,0,,0,0,0,,,2232,F,782390,5
899,15654700,Fallaci,523,France,Female,40,2,102967.41,1,1,0,128702.1,1,,102967,320.8847145,321,,,3537,F,654700,7
900,15632210,Hill,657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0,,171771,414.4526511,414,,,8881,M,632210,4
901,15642041,Burns,727,Germany,Male,40,1,93051.64,2,1,0,71865.31,1,,93052,305.0442591,305,,,6441,M,642041,5
902,15709737,Hunter,643,France,Male,36,7,161064.64,2,0,1,84294.82,0,,161065,401.3290421,401,,,5795,M,709737,6
903,15792388,Li,645,France,Female,48,7,90612.34,1,1,1,149139.13,0,,90612,301.0182719,301,,,2512,F,792388,2
904,15786014,Ku,568,France,Male,28,5,145105.64,2,1,0,185489.11,0,,145106,380.9278147,381,,,719,M,786014,2
905,15794580,Ch'en,599,France,Male,58,4,0,1,0,0,176407.15,1,,0,0,0,,,1190,M,794580,5
906,15675964,Chukwukadibia,672,France,Female,45,9,0,1,1,1,92027.69,1,,0,0,0,,,5403,F,675964,13
907,15814275,Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,43932.54,0,,174913,418.2260155,418,,,7855,M,814275,16
908,15724848,Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,115789.25,1,,104948,323.9567872,324,,,4196,F,724848,9
909,15754713,Rivera,685,Spain,Male,31,10,135213.71,1,1,1,125777.28,0,,135214,367.7145632,368,,,3695,M,754713,6
910,15693814,Niu,806,Spain,Male,25,7,0,2,1,0,18461.9,0,,0,0,0,,,9095,M,693814,3
911,15599660,Bennett,604,France,Male,36,6,116229.85,2,1,1,79633.38,0,,116230,340.9252117,341,,,6033,M,599660,7
912,15746490,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,121542.29,0,,111201,333.4681394,333,,,3900,F,746490,14
913,15566091,Thomsen,545,Spain,Female,32,4,0,1,1,0,94739.2,0,,0,0,0,,,5251,F,566091,7
914,15655961,Palermo,756,Germany,Male,27,1,131899,1,1,0,93302.29,0,,131899,363.1790192,363,,,5328,M,655961,7
915,15710404,Chinwendu,569,France,Male,35,10,124525.52,1,1,1,193793.78,0,,124526,352.8824167,353,,,317,M,710404,9
916,15775625,McKenzie,596,France,Male,47,6,0,1,1,0,74835.65,0,,0,0,0,,,6296,M,775625,8
917,15792328,James,475,France,Male,39,6,0,1,1,1,56999.9,1,,0,0,0,,,7189,M,792328,5
918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,57236.44,0,,47135,217.1059649,217,,,7173,F,719856,4
919,15593773,Olejuru,784,Spain,Male,35,3,0,2,0,0,81483.64,0,,0,0,0,,,5937,M,593773,7
920,15733114,Hay,552,Spain,Male,45,9,0,2,1,0,26752.56,0,,0,0,0,,,8693,M,733114,3
921,15797748,Lu,729,France,Male,44,5,0,2,0,1,9200.54,0,,0,0,0,,,9545,M,797748,2
922,15743411,Chiawuotu,609,Spain,Male,61,1,0,1,1,0,22447.85,1,,0,0,0,,,8897,M,743411,9
923,15753337,Yeates,555,France,Male,51,5,0,3,1,0,189122.89,1,,0,0,0,,,551,M,753337,6
924,15601026,Gallagher,572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0,,138657,372.3667547,372,,,9199,F,601026,9
925,15658485,Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36,0,,70302,265.1452432,265,,,6593,F,658485,5
926,15636731,Ts'ai,714,Germany,Female,36,1,101609.01,2,1,1,447.73,0,,101609,318.7616665,319,,,9981,F,636731,5
927,15628303,Thurgood,738,Spain,Male,35,3,0,1,1,1,15650.73,0,,0,0,0,,,9225,M,628303,8
928,15633461,Pai,639,Germany,Male,38,5,130170.82,1,1,1,149599.62,0,,130171,360.792184,361,,,2482,M,633461,3
929,15677135,Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0,,133802,365.789557,366,,,5487,M,677135,7
930,15590876,Knupp,764,France,Female,24,7,106234.02,1,0,0,115676.38,0,,106234,325.9355765,326,,,4205,F,590876,5
931,15790782,Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0,,132629,364.1826465,364,,,8090,M,790782,11
932,15700476,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0,,103523,321.7499029,322,,,8318,M,700476,8
933,15634141,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36,0,,192391,438.6239848,439,,,9954,F,634141,8
934,15737795,Scott,512,Spain,Male,36,1,0,1,0,1,135482.26,1,,0,0,0,,,3197,M,737795,5
935,15790299,Williamson,592,Spain,Male,37,9,0,3,1,1,10656.89,0,,0,0,0,,,9457,M,790299,10
936,15675316,Avdeeva,619,France,Female,38,3,0,2,0,1,116467.35,0,,0,0,0,,,4161,F,675316,7
937,15613630,Tang,775,France,Male,52,8,109922.61,1,1,1,96823.32,1,,109923,331.5463768,332,,,5146,M,613630,4
938,15662100,Hsu,850,Germany,Female,44,5,128605.32,1,0,1,171096.2,0,,128605,358.6153929,359,,,1451,F,662100,3
939,15668032,Buchanan,577,France,Female,37,4,0,1,1,1,79881.39,0,,0,0,0,,,6022,F,668032,8
940,15599289,Yeh,724,France,Female,37,10,68598.56,1,1,0,157862.82,0,,68599,261.9141081,262,,,2119,F,599289,3
941,15754084,Palazzi,710,Spain,Male,35,1,106518.52,1,1,1,127951.81,0,,106519,326.3724866,326,,,3569,M,754084,7
942,15676521,Y?an,696,France,Female,31,8,0,2,0,0,191074.11,0,,0,0,0,,,458,F,676521,4
943,15804586,Lin,376,France,Female,46,6,0,1,1,0,157333.69,1,,0,0,0,,,2141,F,804586,3
944,15781465,Schofield,675,Germany,Female,29,8,121326.42,1,1,0,133457.52,0,,121326,348.3188195,348,,,3301,F,781465,9
945,15729362,Lombardi,745,France,Male,36,8,67226.37,1,1,0,130789.6,0,,67226,259.2797717,259,,,3439,M,729362,8
946,15709295,Wall,697,Spain,Female,25,5,82931.85,2,1,1,128373.88,0,,82932,287.9791659,288,,,3551,F,709295,4
947,15745324,Milani,599,Spain,Female,39,4,0,1,1,0,194273.2,1,,0,0,0,,,294,F,745324,6
948,15741336,Ejimofor,715,France,Female,38,5,118590.41,1,1,1,5684.17,1,,118590,344.3689882,344,,,9708,F,741336,8
949,15783659,Blackburn,659,France,Male,67,4,145981.87,1,1,1,131043.2,0,,145982,382.0759087,382,,,3425,M,783659,9
950,15620981,Wickham,684,France,Female,48,3,73309.38,1,0,0,21228.34,1,,73309,270.756348,271,,,8952,F,620981,7
951,15630328,Bird,635,France,Female,48,8,130796.33,2,1,1,43250.3,0,,130796,361.6572963,362,,,7877,F,630328,4
952,15785899,Ch'en,789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0,,151608,389.3687199,389,,,9773,M,785899,5
953,15606149,Wood,571,Germany,Female,66,9,111577.01,1,0,1,189271.9,0,,111577,334.0314356,334,,,546,F,606149,4
954,15671139,Brizendine,694,Spain,Male,39,0,107042.74,1,1,1,102284.2,0,,107043,327.1742655,327,,,4883,M,671139,10
955,15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1,,156372,395.4389966,395,,,2163,F,660429,5
956,15571002,Yusupov,706,France,Female,44,4,129605.99,1,0,0,69865.49,0,,129606,360.0083332,360,,,6534,F,571002,7
957,15631681,Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523.24,0,,0,0,0,,,5725,F,631681,7
958,15731522,Ts'ui,771,Spain,Female,67,8,0,2,1,1,51219.8,0,,0,0,0,,,7493,F,731522,5
959,15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0,,132576,364.1098735,364,,,9632,M,619529,7
960,15628034,Wilder,629,France,Female,37,6,129101.3,1,1,1,23971.33,0,,129101,359.306276,359,,,8831,F,628034,6
961,15686164,Maclean,850,Germany,Female,31,1,108822.4,1,1,1,132173.31,0,,108822,329.881797,330,,,3361,F,686164,7
962,15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0,,137949,371.4148624,371,,,4306,M,582797,5
963,15753831,Cox,642,Spain,Male,32,7,100433.8,1,1,1,39768.59,0,,100434,316.9132373,317,,,8054,M,753831,3
964,15731815,Nepean,529,Spain,Male,63,4,96134.11,3,1,0,108732.96,1,,96134,310.0548339,310,,,4544,M,731815,6
965,15580956,McNess,683,Germany,Female,43,4,115888.04,1,1,1,117349.19,1,,115888,340.4232659,340,,,4110,F,580956,6
966,15602084,Coles,663,France,Female,42,5,124626.07,1,1,1,78004.5,0,,124626,353.0240785,353,,,6128,F,602084,5
967,15589805,Benson,563,France,Female,34,6,139810.34,1,1,1,152417.79,0,,139810,373.9117543,374,,,2352,F,589805,6
968,15720893,Gilbert,637,Spain,Female,34,9,0,2,0,0,26057.08,0,,0,0,0,,,8729,F,720893,7
969,15641009,Wilhelm,544,France,Male,37,3,84496.71,1,0,0,79972.09,0,,84497,290.6836769,291,,,6014,M,641009,7
970,15605926,Sinclair,649,Germany,Male,70,9,116854.71,2,0,1,107125.79,0,,116855,341.8406061,342,,,4619,M,605926,8
971,15805955,L?,638,France,Female,48,10,138333.03,1,1,1,47679.14,0,,138333,371.9314453,372,,,7674,F,805955,2
972,15801488,Buckner,723,France,Male,25,3,0,2,1,1,134509.47,0,,0,0,0,,,3252,M,801488,7
973,15605918,Padovesi,635,Germany,Male,43,5,78992.75,2,0,0,153265.31,0,,78993,281.0569337,281,,,2304,M,605918,8
974,15779711,Gray,750,Spain,Female,38,7,97257.41,2,0,1,179883.04,0,,97257,311.8605458,312,,,990,F,779711,4
975,15705620,Lu,730,France,Male,34,5,122453.37,2,1,0,138882.98,0,,122453,349.9328507,350,,,3022,M,705620,2
976,15685357,Wright,750,Spain,Female,36,8,112940.07,1,0,1,9855.81,0,,112940,336.0654698,336,,,9499,F,685357,6
977,15570060,Palerma,586,France,Female,43,8,132558.26,1,1,0,67046.83,1,,132558,364.0851549,364,,,6668,F,570060,7
978,15582616,Y?an,520,France,Female,38,4,0,2,1,0,56388.63,0,,0,0,0,,,7223,F,582616,4
979,15799515,Wei,652,France,Female,48,8,133297.24,1,1,0,77764.37,0,,133297,365.0986168,365,,,6144,F,799515,3
980,15642937,Padovesi,550,France,Female,46,7,0,2,1,0,130590.35,0,,0,0,0,,,3450,F,642937,8
981,15624729,Tsao,594,France,Male,27,0,197041.8,1,0,0,151912.49,0,,197042,443.8941315,444,,,2373,M,624729,4
982,15566156,Franklin,749,Germany,Female,44,0,71497.79,2,0,0,151083.8,0,,71498,267.3910993,267,,,2413,F,566156,8
983,15792360,Clark,668,France,Male,32,7,0,2,1,1,777.37,0,,0,0,0,,,9957,M,792360,5
984,15807008,McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,,128100,357.9106034,358,,,6550,F,807008,8
985,15704770,Pan,773,France,Male,25,1,124532.78,2,0,1,11723.57,0,,124533,352.8923349,353,,,9412,M,704770,3
986,15756475,Kenniff,551,Germany,Male,31,9,82293.82,2,1,1,91565.25,0,,82294,286.8693082,287,,,5427,M,756475,7
987,15655339,Spencer,566,France,Male,36,1,142120.91,1,1,0,79616.37,0,,142121,376.9893898,377,,,6036,M,655339,7
988,15613749,Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,,151839,389.6652409,390,,,4881,M,613749,4
989,15664521,David,659,Spain,Male,31,7,149620.88,2,1,1,104533.51,0,,149621,386.8087383,387,,,4751,M,664521,5
990,15681206,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,1,,168198,410.1194948,410,,,2935,F,681206,5
991,15745527,Burke,655,France,Male,37,5,93147,2,1,0,66214.13,0,,93147,305.1999345,305,,,6711,M,745527,5
992,15806926,Watson,615,France,Female,35,2,97440.02,2,1,1,139816.1,0,,97440,312.1538082,312,,,2988,F,806926,6
993,15724563,Hawkins,752,Germany,Female,42,3,65046.08,2,0,1,140139.28,0,,65046,255.0411731,255,,,2966,F,724563,7
994,15782899,Ginn,661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0,,95357,308.7992876,309,,,4882,F,782899,4
995,15623521,Sozonov,838,Spain,Male,43,9,123105.88,2,1,0,145765.83,0,,123106,350.8646463,351,,,2678,M,623521,7
996,15810218,Sun,610,Spain,Male,29,9,0,3,0,1,83912.24,0,,0,0,0,,,5816,M,810218,3
997,15645621,Hunter,811,Spain,Male,44,3,0,2,0,1,78439.73,0,,0,0,0,,,6109,M,645621,6
998,15608114,Manfrin,587,Spain,Male,62,7,121286.27,1,0,1,6776.92,0,,121286,348.2613961,348,,,9657,M,608114,7
999,15659557,Artamonova,811,Germany,Female,28,4,167738.82,2,1,1,9903.42,0,,167739,409.5595195,410,,,9497,F,659557,10
1000,15787772,Hansen,759,France,Female,38,1,104091.29,1,0,0,91561.91,0,,104091,322.6313686,323,,,5428,F,787772,6
1001,15691111,Pai,648,Germany,Female,42,8,121980.56,2,1,0,4027.02,0,,121981,349.2577845,349,,,9787,F,691111,3
1002,15592089,Larsen,788,France,Female,43,10,0,2,1,1,116111.51,0,,0,0,0,,,4180,F,592089,6
1003,15633897,Owen,725,Germany,Male,39,1,50880.98,2,1,1,184023.54,0,,50881,225.5681715,226,,,784,M,633897,4
1004,15701301,Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48,1,,175160,418.5212062,419,,,6665,F,701301,6
1005,15723685,Ekechukwu,601,Germany,Female,26,7,105514.69,2,1,0,50070.59,0,,105515,324.8307251,325,,,7544,F,723685,9
1006,15701602,Ayers,521,Germany,Male,52,5,116497.31,3,0,0,53793.1,1,,116497,341.3165686,341,,,7364,M,701602,5
1007,15739189,Johnson,561,Spain,Female,33,6,0,2,1,0,45261.47,0,,0,0,0,,,7791,F,739189,7
1008,15573086,Millar,564,France,Male,42,7,99824.45,1,1,1,36721.4,0,,99824,315.949363,316,,,8188,M,573086,6
1009,15569050,Farrell,444,France,Male,45,6,0,1,1,0,130009.85,1,,0,0,0,,,3477,M,569050,7
1010,15750765,Sanders,650,Spain,Male,71,0,0,1,1,1,175380.77,0,,0,0,0,,,1238,M,750765,7
1011,15799811,Herrera,724,France,Male,40,10,0,1,1,0,127847.25,1,,0,0,0,,,3573,M,799811,7
1012,15698442,Eberechukwu,719,Spain,Male,35,3,122964.88,1,1,1,138231.7,0,,122965,350.6636565,351,,,3063,M,698442,11
1013,15655274,Bardin,548,France,Female,29,4,0,2,0,1,48673.18,0,,0,0,0,,,7614,F,655274,6
1014,15603594,Nwankwo,635,Spain,Male,24,4,0,2,1,1,70668.77,0,,0,0,0,,,6499,M,603594,7
1015,15585961,Talbot,496,Spain,Female,43,3,0,2,0,1,199505.53,0,,0,0,0,,,25,F,585961,6
1016,15686936,McGregor,676,France,Female,37,5,89634.69,1,1,1,169583.18,1,,89635,299.3910486,299,,,1538,F,686936,8
1017,15770424,Onyeorulu,541,Germany,Male,40,7,95710.11,2,1,0,49063.42,0,,95710,309.3703282,309,,,7598,M,770424,9
1018,15587451,Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0,,139706,373.7726582,374,,,6856,M,587451,5
1019,15602010,Zikoranaudodimma,850,Germany,Female,45,5,103909.86,1,1,0,60083.11,1,,103910,322.3507407,322,,,7033,F,602010,16
1020,15600583,Garner,633,France,Male,31,1,0,1,1,0,48606.71,0,,0,0,0,,,7618,M,600583,6
1021,15654673,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,1,,173435,416.4552797,416,,,1730,M,654673,15
1022,15717164,Genovese,485,Spain,Male,32,6,102238.01,2,1,1,194010.12,0,,102238,319.7467748,320,,,308,M,717164,8
1023,15765014,Mai,547,France,Female,48,1,179380.74,2,0,1,69263.1,0,,179381,423.533942,424,,,6561,F,765014,3
1024,15682639,Marshall,642,France,Male,32,3,0,2,1,1,88698.83,0,,0,0,0,,,5577,M,682639,8
1025,15729279,Naylor,718,France,Female,25,4,108691.95,1,1,0,63030.97,0,,108692,329.6846979,330,,,6877,F,729279,6
1026,15759805,Pinto,582,France,Female,32,4,0,2,1,0,59668.81,0,,0,0,0,,,7053,F,759805,5
1027,15767864,Fulton,628,France,Male,33,6,0,2,0,0,184230.23,0,,0,0,0,,,773,M,767864,6
1028,15769948,Palerma,737,Germany,Male,35,0,133377.8,1,0,1,64050.19,0,,133378,365.2095289,365,,,6827,M,769948,7
1029,15686345,McCaffrey,828,Spain,Male,34,9,0,2,1,1,81853.98,0,,0,0,0,,,5922,M,686345,9
1030,15688071,Collins,609,Spain,Male,53,10,0,1,1,1,154642.91,0,,0,0,0,,,2249,M,688071,7
1031,15681174,Zuev,730,France,Male,39,1,116537.6,1,0,0,145679.6,0,,116538,341.3766249,341,,,2685,M,681174,4
1032,15667521,Crawford,631,France,Female,22,3,0,2,0,0,30781.77,0,,0,0,0,,,8494,F,667521,8
1033,15750243,Genovese,830,Spain,Male,40,4,0,2,0,1,81622.52,0,,0,0,0,,,5929,M,750243,8
1034,15695475,Maclean,645,France,Male,29,1,130131.08,2,0,1,196474.35,0,,130131,360.7367461,361,,,190,M,695475,7
1035,15689176,Fabro,663,France,Male,46,3,0,2,0,1,176276.1,0,,0,0,0,,,1195,M,689176,5
1036,15652955,Price,678,Spain,Male,30,0,0,1,1,0,35113.08,0,,0,0,0,,,8280,M,652955,5
1037,15668958,Chatfield,521,France,Male,30,2,107316.09,1,1,0,64299.82,0,,107316,327.5912087,328,,,6820,M,668958,9
1038,15631054,Volkova,625,France,Female,24,1,0,2,1,1,180969.55,0,,0,0,0,,,932,F,631054,7
1039,15581479,Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78,0,,83181,288.4111648,288,,,3066,M,581479,6
1040,15577478,Ch'iu,714,France,Female,72,3,0,1,1,1,86733.61,0,,0,0,0,,,5663,F,577478,5
1041,15780870,McKay,580,Spain,Male,67,3,153946.14,1,1,1,7418.92,0,,153946,392.359529,392,,,9625,M,780870,5
1042,15692317,Craig,722,France,Male,30,5,0,2,1,0,166376.54,0,,0,0,0,,,1700,M,692317,5
1043,15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1,,135483,368.0801543,368,,,2930,F,593969,10
1044,15570417,Chien,579,France,Male,35,1,0,2,1,0,4460.2,0,,0,0,0,,,9766,M,570417,5
1045,15779059,Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12,0,,119625,345.8684721,346,,,4451,F,779059,5
1046,15785980,Williford,588,Spain,Male,34,6,121132.26,2,1,0,86460.28,0,,121132,348.0402276,348,,,5678,M,785980,9
1047,15644200,Hamilton,807,Spain,Female,42,1,0,1,1,0,16500.66,1,,0,0,0,,,9177,F,644200,8
1048,15793949,Cheng,726,France,Female,48,4,0,1,1,0,114020.06,1,,0,0,0,,,4288,F,793949,5
1049,15645103,Su,812,Germany,Male,25,5,54817.55,1,1,0,131660.31,0,,54818,234.1324412,234,,,3393,M,645103,2
1050,15705860,McKenzie,631,Germany,Male,40,3,107949.45,1,1,0,52449.62,1,,107949,328.5559313,329,,,7430,M,705860,8
